player,point_lead_count_wins,rebound_lead_count_wins,assist_lead_count_wins,point_lead_count_losses,rebound_lead_count_losses,assist_lead_count_losses,point_lead_count_total,rebound_lead_count_total,assist_lead_count_total
James Harden,36.0,9.0,21.0,22.0,7.0,15.0,58.0,36.0,16.0
Giannis Antetokounmpo,35.0,39.0,28.0,13.0,15.0,7.0,48.0,35.0,54.0
Kawhi Leonard,29.0,11.0,4.0,11.0,4.0,1.0,40.0,5.0,15.0
Joel Embiid,28.0,25.0,1.0,12.0,16.0,2.0,40.0,3.0,41.0
Donovan Mitchell,26.0,0.0,7.0,15.0,0.0,2.0,41.0,9.0,0.0
Paul George,25.0,11.0,2.0,14.0,5.0,2.0,39.0,4.0,16.0
Damian Lillard,23.0,1.0,24.0,20.0,2.0,19.0,43.0,43.0,3.0
Kemba Walker,22.0,0.0,18.0,23.0,1.0,19.0,45.0,37.0,1.0
Blake Griffin,21.0,2.0,16.0,20.0,6.0,17.0,41.0,33.0,8.0
Kyrie Irving,20.0,2.0,21.0,17.0,3.0,16.0,37.0,37.0,5.0
LaMarcus Aldridge,19.0,17.0,1.0,6.0,18.0,1.0,25.0,2.0,35.0
Stephen Curry,18.0,3.0,11.0,7.0,1.0,3.0,25.0,14.0,4.0
D'Angelo Russell,18.0,0.0,21.0,16.0,1.0,16.0,34.0,37.0,1.0
LeBron James,17.0,12.0,14.0,17.0,12.0,15.0,34.0,29.0,24.0
Nikola Jokic,16.0,27.0,33.0,12.0,10.0,9.0,28.0,42.0,37.0
Karl-Anthony Towns,15.0,26.0,4.0,19.0,19.0,2.0,34.0,6.0,45.0
Anthony Davis,15.0,16.0,2.0,12.0,15.0,3.0,27.0,5.0,31.0
Mike Conley,15.0,0.0,20.0,17.0,1.0,20.0,32.0,40.0,1.0
Nikola Vucevic,14.0,26.0,6.0,15.0,28.0,9.0,29.0,15.0,54.0
Kevin Durant,14.0,14.0,13.0,10.0,7.0,8.0,24.0,21.0,21.0
Tobias Harris,14.0,10.0,3.0,10.0,11.0,2.0,24.0,5.0,21.0
Luka Doncic,14.0,4.0,12.0,18.0,8.0,16.0,32.0,28.0,12.0
Buddy Hield,14.0,4.0,1.0,14.0,2.0,1.0,28.0,2.0,6.0
Bradley Beal,14.0,2.0,7.0,26.0,4.0,12.0,40.0,19.0,6.0
Klay Thompson,13.0,1.0,0.0,3.0,1.0,1.0,16.0,1.0,2.0
Russell Westbrook,12.0,17.0,33.0,10.0,8.0,22.0,22.0,55.0,25.0
DeMar DeRozan,12.0,9.0,22.0,17.0,2.0,17.0,29.0,39.0,11.0
Zach LaVine,12.0,2.0,8.0,28.0,2.0,18.0,40.0,26.0,4.0
Bojan Bogdanovic,12.0,1.0,0.0,11.0,0.0,0.0,23.0,0.0,1.0
Spencer Dinwiddie,12.0,0.0,10.0,4.0,0.0,9.0,16.0,19.0,0.0
Andre Drummond,10.0,31.0,0.0,3.0,22.0,0.0,13.0,0.0,53.0
Josh Richardson,10.0,2.0,9.0,8.0,0.0,7.0,18.0,16.0,2.0
Victor Oladipo,10.0,2.0,9.0,6.0,3.0,6.0,16.0,15.0,5.0
Lou Williams,10.0,1.0,20.0,7.0,0.0,10.0,17.0,30.0,1.0
Devin Booker,10.0,0.0,11.0,24.0,0.0,29.0,34.0,40.0,0.0
Jamal Murray,10.0,0.0,5.0,2.0,0.0,6.0,12.0,11.0,0.0
CJ McCollum,9.0,2.0,2.0,6.0,0.0,0.0,15.0,2.0,2.0
Montrezl Harrell,8.0,10.0,0.0,4.0,4.0,2.0,12.0,2.0,14.0
Aaron Gordon,8.0,3.0,3.0,5.0,7.0,10.0,13.0,13.0,10.0
Eric Bledsoe,8.0,2.0,14.0,2.0,0.0,7.0,10.0,21.0,2.0
Harrison Barnes,8.0,2.0,0.0,10.0,3.0,0.0,18.0,0.0,5.0
Trae Young,8.0,0.0,17.0,12.0,0.0,31.0,20.0,48.0,0.0
Thaddeus Young,7.0,4.0,2.0,2.0,7.0,1.0,9.0,3.0,11.0
Kyle Lowry,7.0,2.0,33.0,2.0,0.0,14.0,9.0,47.0,2.0
Kyle Kuzma,7.0,2.0,1.0,8.0,2.0,1.0,15.0,2.0,4.0
Jimmy Butler,7.0,1.0,6.0,5.0,0.0,4.0,12.0,10.0,1.0
Danilo Gallinari,7.0,1.0,2.0,5.0,3.0,0.0,12.0,2.0,4.0
John Wall,7.0,0.0,10.0,7.0,1.0,16.0,14.0,26.0,1.0
Jusuf Nurkic,6.0,24.0,7.0,0.0,14.0,3.0,6.0,10.0,38.0
Marc Gasol,6.0,14.0,1.0,6.0,15.0,7.0,12.0,8.0,29.0
John Collins,6.0,12.0,0.0,9.0,17.0,0.0,15.0,0.0,29.0
Julius Randle,6.0,9.0,2.0,10.0,7.0,1.0,16.0,3.0,16.0
Jayson Tatum,6.0,7.0,0.0,3.0,5.0,0.0,9.0,0.0,12.0
De'Aaron Fox,6.0,1.0,28.0,6.0,1.0,20.0,12.0,48.0,2.0
Jrue Holiday,6.0,0.0,15.0,9.0,1.0,22.0,15.0,37.0,1.0
Jordan Clarkson,6.0,0.0,3.0,17.0,1.0,5.0,23.0,8.0,1.0
Terrence Ross,6.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0
Hassan Whiteside,5.0,17.0,0.0,4.0,25.0,0.0,9.0,0.0,42.0
Jeremy Lamb,5.0,7.0,1.0,3.0,5.0,1.0,8.0,2.0,12.0
Malik Beasley,5.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0
Jaylen Brown,5.0,1.0,0.0,2.0,3.0,0.0,7.0,0.0,4.0
Derrick Rose,5.0,0.0,5.0,8.0,0.0,6.0,13.0,11.0,0.0
Tim Hardaway,5.0,0.0,4.0,17.0,1.0,7.0,22.0,11.0,1.0
Pascal Siakam,4.0,15.0,3.0,3.0,1.0,2.0,7.0,5.0,16.0
